Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20,17,23.3,17.0 - 23.3
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.9,20.5,29.7,20.5 - 29.7
Symptoms of Depressive Disorder,By State,New York,New York,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,18.5,14.9,22.4,14.9 - 22.4
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,23.1,18.6,28,18.6 - 28.0
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.1,16.8,23.6,16.8 - 23.6
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.7,17.2,24.5,17.2 - 24.5
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,26.6,22.6,30.9,22.6 - 30.9
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.4,21.4,27.6,21.4 - 27.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.9,18.9,25.1,18.9 - 25.1
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.2,18.4,30.8,18.4 - 30.8
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.4,20.6,28.5,20.6 - 28.5
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.8,18.3,25.7,18.3 - 25.7
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,23.5,20.3,26.9,20.3 - 26.9
Symptoms of Depressive Disorder,By State,Texas,Texas,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.6,22.2,27.2,22.2 - 27.2
Symptoms of Depressive Disorder,By State,Utah,Utah,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,22.6,19.9,25.5,19.9 - 25.5
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,16.4,12.8,20.5,12.8 - 20.5
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.7,18.7,25,18.7 - 25.0
Symptoms of Depressive Disorder,By State,Washington,Washington,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.9,18.4,23.5,18.4 - 23.5
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,33.1,28.3,38.2,28.3 - 38.2
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.7,17.6,24,17.6 - 24.0
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,26.7,21.4,32.5,21.4 - 32.5
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.8,22.2,23.3,22.2 - 23.3
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,35.3,32.9,37.7,32.9 - 37.7
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.6,26.1,29.1,26.1 - 29.1
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.3,22.8,25.9,22.8 - 25.9
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.1,20,22.3,20.0 - 22.3
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,16.2,15.2,17.3,15.2 - 17.3
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,12,10.6,13.4,10.6 - 13.4
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,11.1,8.6,14.1,8.6 - 14.1
Symptoms of Depressive Disorder,By Sex,United States,Male,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.2,21.5,22.9,21.5 - 22.9
Symptoms of Depressive Disorder,By Sex,United States,Female,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.3,22.4,24.1,22.4 - 24.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.3,24.9,29.7,24.9 - 29.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.3,20.8,21.8,20.8 - 21.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,21.9,25.7,21.9 - 25.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,18.2,15.1,21.6,15.1 - 21.6
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,31,27.8,34.4,27.8 - 34.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,32.6,28.8,36.5,28.8 - 36.5
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.5,25.1,27.8,25.1 - 27.8
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.3,25.4,27.1,25.4 - 27.1
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,14.9,14.4,15.4,14.4 - 15.4
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.9,20.3,27.8,20.3 - 27.8
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.7,21,28.8,21.0 - 28.8
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.1,21.1,27.3,21.1 - 27.3
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.6,20.1,27.4,20.1 - 27.4
Symptoms of Depressive Disorder,By State,California,California,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22,19.2,24.9,19.2 - 24.9
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.1,19.1,25.4,19.1 - 25.4
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.6,18.3,25.1,18.3 - 25.1
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.2,20.5,28.2,20.5 - 28.2
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,16.7,10.8,24.2,10.8 - 24.2
Symptoms of Depressive Disorder,By State,Florida,Florida,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.6,19.9,25.5,19.9 - 25.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.6,24.5,30.8,24.5 - 30.8
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,17.1,12.9,22,12.9 - 22.0
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.1,22.3,28.2,22.3 - 28.2
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.8,19.1,24.6,19.1 - 24.6
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23,19.5,26.9,19.5 - 26.9
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.5,18.2,25,18.2 - 25.0
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.7,19.5,26.3,19.5 - 26.3
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.8,21.9,30.1,21.9 - 30.1
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.8,23.3,32.7,23.3 - 32.7
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.3,21.9,31.2,21.9 - 31.2
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,19,16,22.4,16.0 - 22.4
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.6,18.1,23.3,18.1 - 23.3
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.7,17.9,23.8,17.9 - 23.8
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,15.7,13.6,18,13.6 - 18.0
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.9,21.7,28.3,21.7 - 28.3
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.7,20.1,25.4,20.1 - 25.4
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.4,16.8,24.5,16.8 - 24.5
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.4,19.1,25.9,19.1 - 25.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.8,19.5,26.3,19.5 - 26.3
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.2,19.4,27.3,19.4 - 27.3
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20,17.4,22.8,17.4 - 22.8
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,20.2,27.7,20.2 - 27.7
Symptoms of Depressive Disorder,By State,New York,New York,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.1,16.7,23.8,16.7 - 23.8
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21.7,18.1,25.7,18.1 - 25.7
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,19.3,15.1,24.1,15.1 - 24.1
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22.4,19.4,25.6,19.4 - 25.6
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,24.5,21.3,27.8,21.3 - 27.8
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.5,22.3,28.8,22.3 - 28.8
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.9,20.9,27.1,20.9 - 27.1
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,18.7,15.4,22.3,15.4 - 22.3
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.2,17,23.7,17.0 - 23.7
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,20,28,20.0 - 28.0
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,22,19.2,25,19.2 - 25.0
Symptoms of Depressive Disorder,By State,Texas,Texas,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.7,24.1,29.4,24.1 - 29.4
Symptoms of Depressive Disorder,By State,Utah,Utah,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,25.5,22.2,28.9,22.2 - 28.9
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.9,16.1,26.3,16.1 - 26.3
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,21,18.2,24.1,18.2 - 24.1
Symptoms of Depressive Disorder,By State,Washington,Washington,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,26.2,23.6,28.9,23.6 - 28.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,27.4,23.4,31.7,23.4 - 31.7
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,20.5,17,24.3,17.0 - 24.3
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.1,63,"Oct 18 - Oct 30, 2023",10/18/2023,10/30/2023,23.8,19.9,28,19.9 - 28.0
Symptoms of Depressive Disorder,National Estimate,United States,United States,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.4,12.9,13.9,12.9 - 13.9
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,23.6,21.3,25.9,21.3 - 25.9
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.9,14.7,17,14.7 - 17.0
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.2,12.2,14.3,12.2 - 14.3
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.1,11,13.3,11.0 - 13.3
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,9.5,8.6,10.5,8.6 - 10.5
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,5.6,5,6.3,5.0 - 6.3
Symptoms of Depressive Disorder,By Age,United States,80 years and above,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,7.1,5.2,9.4,5.2 - 9.4
Symptoms of Depressive Disorder,By Sex,United States,Male,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13,12.1,13.9,12.1 - 13.9
Symptoms of Depressive Disorder,By Sex,United States,Female,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.7,13.1,14.4,13.1 - 14.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.1,13.2,17.1,13.2 - 17.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13,12.5,13.6,12.5 - 13.6
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,11.6,10.2,13.1,10.2 - 13.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,9.4,7.7,11.4,7.7 - 11.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,20.9,17.6,24.5,17.6 - 24.5
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,18.7,16,21.6,16.0 - 21.6
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,14.7,13.6,15.9,13.6 - 15.9
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.9,15,16.9,15.0 - 16.9
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,8.8,8.3,9.4,8.3 - 9.4
Symptoms of Depressive Disorder,By State,Alabama,Alabama,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.8,12.5,19.4,12.5 - 19.4
Symptoms of Depressive Disorder,By State,Alaska,Alaska,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.1,12.2,18.5,12.2 - 18.5
Symptoms of Depressive Disorder,By State,Arizona,Arizona,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,9.8,7.7,12.2,7.7 - 12.2
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,16.7,13.6,20.2,13.6 - 20.2
Symptoms of Depressive Disorder,By State,California,California,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.8,11.8,15.9,11.8 - 15.9
Symptoms of Depressive Disorder,By State,Colorado,Colorado,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,11,8.8,13.6,8.8 - 13.6
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.7,10.2,18,10.2 - 18.0
Symptoms of Depressive Disorder,By State,Delaware,Delaware,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,11.1,6.4,17.5,6.4 - 17.5
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,7.7,4.4,12.2,4.4 - 12.2
Symptoms of Depressive Disorder,By State,Florida,Florida,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.7,11.1,16.7,11.1 - 16.7
Symptoms of Depressive Disorder,By State,Georgia,Georgia,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.9,10.9,17.4,10.9 - 17.4
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,8.4,5.8,11.7,5.8 - 11.7
Symptoms of Depressive Disorder,By State,Idaho,Idaho,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.9,9.5,17,9.5 - 17.0
Symptoms of Depressive Disorder,By State,Illinois,Illinois,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,11.6,9.4,14.1,9.4 - 14.1
Symptoms of Depressive Disorder,By State,Indiana,Indiana,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,14.9,11.7,18.6,11.7 - 18.6
Symptoms of Depressive Disorder,By State,Iowa,Iowa,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.6,10.2,15.2,10.2 - 15.2
Symptoms of Depressive Disorder,By State,Kansas,Kansas,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.3,10.7,16.1,10.7 - 16.1
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,16.1,12.4,20.3,12.4 - 20.3
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,17.2,13.6,21.4,13.6 - 21.4
Symptoms of Depressive Disorder,By State,Maine,Maine,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.7,11.3,20.9,11.3 - 20.9
Symptoms of Depressive Disorder,By State,Maryland,Maryland,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.2,9.7,15.1,9.7 - 15.1
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.4,9.9,15.3,9.9 - 15.3
Symptoms of Depressive Disorder,By State,Michigan,Michigan,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.3,10.2,14.5,10.2 - 14.5
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,11.7,9.3,14.5,9.3 - 14.5
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.9,12.2,20.1,12.2 - 20.1
Symptoms of Depressive Disorder,By State,Missouri,Missouri,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,14.7,11.3,18.8,11.3 - 18.8
Symptoms of Depressive Disorder,By State,Montana,Montana,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.6,10,18,10.0 - 18.0
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,13.8,11.4,16.5,11.4 - 16.5
Symptoms of Depressive Disorder,By State,Nevada,Nevada,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,17.4,13.9,21.3,13.9 - 21.3
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,9.5,6.6,13.3,6.6 - 13.3
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,11.6,8.5,15.3,8.5 - 15.3
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.2,11.5,19.5,11.5 - 19.5
Symptoms of Depressive Disorder,By State,New York,New York,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.4,9.5,15.7,9.5 - 15.7
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,10.4,7.6,13.7,7.6 - 13.7
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.7,11.5,20.8,11.5 - 20.8
Symptoms of Depressive Disorder,By State,Ohio,Ohio,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,15.6,12.3,19.5,12.3 - 19.5
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,14.5,11.3,18.2,11.3 - 18.2
Symptoms of Depressive Disorder,By State,Oregon,Oregon,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,17.4,14.6,20.5,14.6 - 20.5
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12,9.7,14.7,9.7 - 14.7
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,8.7,5.6,12.8,5.6 - 12.8
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,17.3,13.9,21,13.9 - 21.0
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,14.1,9.8,19.5,9.8 - 19.5
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,12.8,10.5,15.4,10.5 - 15.4
Symptoms of Depressive Disorder,By State,Texas,Texas,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,14,11.5,16.9,11.5 - 16.9
Symptoms of Depressive Disorder,By State,Utah,Utah,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,17.9,14.7,21.4,14.7 - 21.4
Symptoms of Depressive Disorder,By State,Vermont,Vermont,4,64,"Jan 9 - Feb 5, 2024",1/9/2024,2/5/2024,14.6,10,20.3,10.0 - 20.3
